,Gender,Age,Height,Weight,family_history_with_overweight,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS,NObeyesdad
1494,Male,18.0,1.803527,108.251044,yes,yes,2.0,1.709546,Sometimes,no,2.530157,no,1.0,0.6454,no,Public_Transportation,Obesity_Type_I
1497,Female,18.0,1.692913,89.93889,yes,yes,2.818502,3.0,Sometimes,no,1.991251,no,1.492967,0.0,no,Public_Transportation,Obesity_Type_I
1498,Female,18.0,1.668555,85.607466,yes,yes,2.081238,3.0,Sometimes,no,1.18363,no,1.17177,0.0,no,Public_Transportation,Obesity_Type_I
1503,Female,18.024744,1.617192,83.121811,yes,yes,2.976509,3.0,Sometimes,no,1.022705,no,1.02569,0.313016,no,Public_Transportation,Obesity_Type_I
1504,Female,18.10682,1.602129,82.412665,yes,yes,2.319648,3.0,Sometimes,no,1.107164,no,0.692123,0.30402,no,Public_Transportation,Obesity_Type_I
1509,Female,19.045357,1.61291,82.193405,yes,yes,1.261288,2.930044,Sometimes,no,1.166655,no,0.133398,0.95174,no,Public_Transportation,Obesity_Type_I
1510,Female,18.945961,1.605469,82.039,yes,yes,2.76533,3.0,Sometimes,no,1.048584,no,0.192559,0.720411,no,Public_Transportation,Obesity_Type_I
1511,Male,18.88061,1.80416,104.40682,yes,yes,2.0,3.0,Sometimes,no,3.0,no,2.2405,0.0,no,Public_Transportation,Obesity_Type_I
1512,Male,19.850524,1.785062,104.187314,yes,yes,2.0,3.0,Sometimes,no,2.15157,no,1.605983,0.0,no,Public_Transportation,Obesity_Type_I
1801,Female,18.233541,1.792378,137.859737,yes,yes,3.0,3.0,Sometimes,no,2.838893,no,1.990317,0.735868,Sometimes,Public_Transportation,Obesity_Type_III
1802,Female,18.147705,1.802257,149.935848,yes,yes,3.0,3.0,Sometimes,no,2.181811,no,1.995582,0.939665,Sometimes,Public_Transportation,Obesity_Type_III
1815,Female,18.771001,1.746652,133.800129,yes,yes,3.0,3.0,Sometimes,no,2.869234,no,1.465931,0.627886,Sometimes,Public_Transportation,Obesity_Type_III
1825,Female,18.177882,1.821566,142.102468,yes,yes,3.0,3.0,Sometimes,no,2.714949,no,1.999773,0.813784,Sometimes,Public_Transportation,Obesity_Type_III
1826,Female,18.112503,1.82773,152.720545,yes,yes,3.0,3.0,Sometimes,no,2.154949,no,1.999897,0.957463,Sometimes,Public_Transportation,Obesity_Type_III
1839,Female,18.367481,1.745644,133.665587,yes,yes,3.0,3.0,Sometimes,no,2.900857,no,1.508897,0.625371,Sometimes,Public_Transportation,Obesity_Type_III
1846,Female,19.885655,1.763343,133.952675,yes,yes,3.0,3.0,Sometimes,no,2.835622,no,1.419473,0.816986,Sometimes,Public_Transportation,Obesity_Type_III
1851,Female,18.335019,1.771043,137.044959,yes,yes,3.0,3.0,Sometimes,no,2.861533,no,1.70464,0.655571,Sometimes,Public_Transportation,Obesity_Type_III
1853,Female,18.222536,1.801746,141.166265,yes,yes,3.0,3.0,Sometimes,no,2.418488,no,1.99507,0.893514,Sometimes,Public_Transportation,Obesity_Type_III
1863,Female,19.17614,1.666194,124.805868,yes,yes,3.0,3.0,Sometimes,no,1.228838,no,0.792553,0.639561,Sometimes,Public_Transportation,Obesity_Type_III
1875,Female,18.378203,1.746061,128.261402,yes,yes,3.0,3.0,Sometimes,no,2.501638,no,1.546179,0.66488,Sometimes,Public_Transportation,Obesity_Type_III
1876,Female,19.725718,1.746529,129.363771,yes,yes,3.0,3.0,Sometimes,no,2.250711,no,0.64235,0.685129,Sometimes,Public_Transportation,Obesity_Type_III
1879,Female,19.262934,1.741014,132.57927,yes,yes,3.0,3.0,Sometimes,no,2.436261,no,1.464674,0.87092,Sometimes,Public_Transportation,Obesity_Type_III
1898,Female,19.47219,1.793824,160.935351,yes,yes,3.0,3.0,Sometimes,no,2.069257,no,1.986646,0.947091,Sometimes,Public_Transportation,Obesity_Type_III
1903,Female,19.137495,1.716521,127.642324,yes,yes,3.0,3.0,Sometimes,no,1.313834,no,0.912334,0.707494,Sometimes,Public_Transportation,Obesity_Type_III
1911,Female,18.314593,1.745602,133.554686,yes,yes,3.0,3.0,Sometimes,no,2.923792,no,1.536555,0.62535,Sometimes,Public_Transportation,Obesity_Type_III
1912,Female,19.529746,1.751038,133.843033,yes,yes,3.0,3.0,Sometimes,no,2.955075,no,1.46046,0.655558,Sometimes,Public_Transportation,Obesity_Type_III
1923,Female,18.744914,1.801983,138.034526,yes,yes,3.0,3.0,Sometimes,no,2.691591,no,1.168368,0.735372,Sometimes,Public_Transportation,Obesity_Type_III
1926,Female,18.120739,1.807576,152.567671,yes,yes,3.0,3.0,Sometimes,no,2.164718,no,1.999631,0.941336,Sometimes,Public_Transportation,Obesity_Type_III
1949,Female,19.993565,1.792833,152.43563,yes,yes,3.0,3.0,Sometimes,no,2.365188,no,1.256115,0.760091,Sometimes,Public_Transportation,Obesity_Type_III
1951,Female,18.904037,1.743589,133.281333,yes,yes,3.0,3.0,Sometimes,no,2.684819,no,1.46525,0.804491,Sometimes,Public_Transportation,Obesity_Type_III
1952,Female,19.783234,1.747962,133.936535,yes,yes,3.0,3.0,Sometimes,no,2.84174,no,1.429256,0.775378,Sometimes,Public_Transportation,Obesity_Type_III
1971,Female,19.297004,1.817271,141.917802,yes,yes,3.0,3.0,Sometimes,no,2.699675,no,1.520818,0.76399,Sometimes,Public_Transportation,Obesity_Type_III
1972,Female,18.301773,1.808765,140.292018,yes,yes,3.0,3.0,Sometimes,no,2.830247,no,1.783138,0.789064,Sometimes,Public_Transportation,Obesity_Type_III
1973,Female,19.872667,1.817231,152.371911,yes,yes,3.0,3.0,Sometimes,no,2.305521,no,1.956278,0.92376,Sometimes,Public_Transportation,Obesity_Type_III
1974,Female,18.13782,1.819728,151.278532,yes,yes,3.0,3.0,Sometimes,no,2.155926,no,1.999836,0.94603,Sometimes,Public_Transportation,Obesity_Type_III
2000,Female,18.976968,1.759091,133.903612,yes,yes,3.0,3.0,Sometimes,no,2.862408,no,1.456933,0.742423,Sometimes,Public_Transportation,Obesity_Type_III
2013,Female,18.826782,1.746416,133.747012,yes,yes,3.0,3.0,Sometimes,no,2.858389,no,1.444382,0.713823,Sometimes,Public_Transportation,Obesity_Type_III
2014,Female,18.94093,1.746411,133.676663,yes,yes,3.0,3.0,Sometimes,no,2.864933,no,1.501647,0.786846,Sometimes,Public_Transportation,Obesity_Type_III
2023,Female,18.743587,1.789143,138.202869,yes,yes,3.0,3.0,Sometimes,no,2.83377,no,0.806422,0.672513,Sometimes,Public_Transportation,Obesity_Type_III
2027,Female,18.20634,1.807406,141.799429,yes,yes,3.0,3.0,Sometimes,no,2.472903,no,1.998047,0.840911,Sometimes,Public_Transportation,Obesity_Type_III
2028,Female,18.532826,1.75091,142.545183,yes,yes,3.0,3.0,Sometimes,no,2.372058,no,1.324805,0.870795,Sometimes,Public_Transportation,Obesity_Type_III
2047,Female,19.035557,1.682594,127.427458,yes,yes,3.0,3.0,Sometimes,no,1.441289,no,1.425712,0.662277,Sometimes,Public_Transportation,Obesity_Type_III
2048,Female,18.634286,1.669354,126.088301,yes,yes,3.0,3.0,Sometimes,no,1.144539,no,0.922014,0.899673,Sometimes,Public_Transportation,Obesity_Type_III
2071,Female,18.862264,1.746277,128.705761,yes,yes,3.0,3.0,Sometimes,no,2.411582,no,0.985287,0.675076,Sometimes,Public_Transportation,Obesity_Type_III
2072,Female,18.423482,1.735461,126.798173,yes,yes,3.0,3.0,Sometimes,no,2.38639,no,1.544632,0.900067,Sometimes,Public_Transportation,Obesity_Type_III
2076,Female,19.528936,1.817917,142.559161,yes,yes,3.0,3.0,Sometimes,no,2.562002,no,1.976427,0.740331,Sometimes,Public_Transportation,Obesity_Type_III
2077,Female,19.364339,1.80835,150.51648,yes,yes,3.0,3.0,Sometimes,no,2.305574,no,1.734424,0.863043,Sometimes,Public_Transportation,Obesity_Type_III
2079,Female,19.012872,1.742062,133.779919,yes,yes,3.0,3.0,Sometimes,no,2.70196,no,1.465909,0.813235,Sometimes,Public_Transportation,Obesity_Type_III
2080,Female,18.469086,1.741925,133.017105,yes,yes,3.0,3.0,Sometimes,no,2.474518,no,1.560261,0.662489,Sometimes,Public_Transportation,Obesity_Type_III
